[25-Feb-2023 16:35:57 UTC] PHP Warning:  Trying to access array offset on value of type null in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/functions.php on line 9
[25-Feb-2023 16:35:58 UTC] PHP Warning:  Trying to access array offset on value of type null in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/functions.php on line 9
[25-Feb-2023 16:35:58 UTC] PHP Warning:  Trying to access array offset on value of type null in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/functions.php on line 9
[25-Feb-2023 16:42:35 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[25-Feb-2023 16:42:35 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[25-Feb-2023 16:44:30 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[25-Feb-2023 16:44:30 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[25-Feb-2023 21:56:48 UTC] PHP Warning:  Undefined array key "title" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/functions.php on line 5
[25-Feb-2023 22:00:15 UTC] PHP Parse error:  syntax error, unexpected token "}" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/functions.php on line 10
[25-Feb-2023 22:00:15 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/class-wp-recovery-mode-email-service.php on line 372
[25-Feb-2023 22:00:15 UTC] PHP Warning:  Trying to access array offset on value of type bool in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/class-wp-recovery-mode-email-service.php on line 373
[25-Feb-2023 22:06:57 UTC] PHP Warning:  Undefined array key "subtitle" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/functions.php on line 8
[25-Feb-2023 22:10:52 UTC] PHP Parse error:  syntax error, unexpected token "}" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/functions.php on line 14
[25-Feb-2023 22:12:57 UTC] PHP Parse error:  syntax error, unexpected token "}" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/functions.php on line 14
